content,score,at,sentiment,clean_content
rada lemot TPI gpp...,4,2026-05-16 03:50:36.000000,positif,rada lemot tpi gpp
bagus,5,2026-05-16 03:45:59.000000,positif,bagus
Aplikasi yang membantu saya nyari duit keren..,5,2026-05-16 03:36:57.000000,positif,aplikasi membantu nyari duit keren
bagus baget,4,2026-05-16 03:36:24.000000,positif,bagus baget
AI TERKEREN,5,2026-05-16 03:34:42.000000,positif,ai terkeren
aplikasi yang benar benar sangat hebat,5,2026-05-16 03:33:45.000000,positif,aplikasi hebat
realita,5,2026-05-16 03:31:08.000000,positif,realita
bagus,5,2026-05-16 03:27:51.000000,positif,bagus
mantab,5,2026-05-16 03:27:48.000000,positif,mantab
kerenn,5,2026-05-16 03:27:32.000000,positif,kerenn
"rekaman suara tidak muncul, mungkin karena pembatasan aplikasinya atau sistem android",1,2026-05-16 03:22:36.000000,negatif,rekaman suara tidak muncul pembatasan aplikasinya sistem android
sangat m membantu,5,2026-05-16 03:22:00.000000,positif,m membantu
yoooooooooooooooo,5,2026-05-16 03:19:56.000000,positif,yoooooooooooooooo
bagus,5,2026-05-16 03:17:15.000000,positif,bagus
banyak bug jadi harus dievaluasi lagi,1,2026-05-16 03:08:00.000000,negatif,bug dievaluasi
bagusss dan sangat membantuuu,5,2026-05-16 03:02:38.000000,positif,bagusss membantuuu
sangat membantu tugas tugas,5,2026-05-16 02:57:37.000000,positif,membantu tugas tugas
sangatt bagussssssss gak bisa berkata' pokoknya bestttt🤩🤩🤩,5,2026-05-16 02:55:50.000000,positif,sangatt bagussssssss gak pokoknya bestttt
"keren banget guys, semua kegiatan keseharian saya dapat di bantu sama apk ini,",5,2026-05-16 02:55:09.000000,positif,keren banget guys kegiatan keseharian bantu apk
bagus,5,2026-05-16 02:53:01.000000,positif,bagus
"baguss sekalii, sangat membantu, saya sgt sukaa, tpi terkadang harus menggunakan vip agar bisa sepuasnya menggunakan apk ini",5,2026-05-16 02:44:45.000000,positif,baguss sekalii membantu sgt sukaa tpi terkadang vip sepuasnya apk
bagus banget,5,2026-05-16 02:39:21.000000,positif,bagus banget
sangat membantu,5,2026-05-16 02:34:14.000000,positif,membantu
keren,5,2026-05-16 02:32:32.000000,positif,keren
mantap,5,2026-05-16 02:31:36.000000,positif,mantap
"oke, apk nya aku akuin Lumayan bagus. bisa buat ngobrol, curhat, atau bantu tugas. TAPII yang bikin saya kesal itu respon tentang topiknya muter-muter, dan harus di jelasin panjang lebar. i think ChatGPT can see the answer? ya untung saat ini udah bagus. selebihnya... ngga. TOLONG ya, maksa banget buat 'Gpt-pro' ni apk🤬🤬🤬. perasaan pas 2025 saya pakai masih sangat bagus? sampai saya betah ngobrolnya. sekarang malah ngawur. #izin",2,2026-05-16 02:31:26.000000,negatif,oke apk nya akuin lumayan bagus ngobrol curhat bantu tugas tapii bikin kesal respon topiknya mutermuter jelasin lebar i think chatgpt can see the answer ya untung udah bagus selebihnya ngga tolong ya maksa banget gptpro ni apk perasaan pas pakai bagus betah ngobrolnya ngawur
sangat membantu,5,2026-05-16 02:24:34.000000,positif,membantu
membantu tapi kadang ada jawaban yang tidak cocok tapi tetap bagus kok aku beri bintang 4 aja,4,2026-05-16 02:23:39.000000,positif,membantu kadang tidak cocok bagus bintang aja
bagusssss,5,2026-05-16 02:11:24.000000,positif,bagusssss
sangat bagus,5,2026-05-16 02:05:41.000000,positif,bagus
nice apk,5,2026-05-16 02:05:24.000000,positif,nice apk
sangat baik dan berguna,5,2026-05-16 02:03:02.000000,positif,berguna
kwalitas terbaik,5,2026-05-16 01:58:40.000000,positif,kwalitas terbaik
bagus,5,2026-05-16 01:53:08.000000,positif,bagus
"puas banget sama kinerja aplikasi ini, apalagi untuk buat edit foto dari prom. hasilnya baguss banget.. cobain deh guys🤌",5,2026-05-16 01:51:36.000000,positif,puas banget kinerja aplikasi edit foto prom hasilnya baguss banget cobain deh guys
membantu sekali,5,2026-05-16 01:51:29.000000,positif,membantu
chat gpt terbaik,5,2026-05-16 01:47:14.000000,positif,chat gpt terbaik
sangattt bagusss,5,2026-05-16 01:41:59.000000,positif,sangattt bagusss
bagus,5,2026-05-16 01:36:35.000000,positif,bagus
"Aplikasi ini sangat keren dan sangat membantu, sukses selalu team CharGPT👍☺️",5,2026-05-16 01:36:07.000000,positif,aplikasi keren membantu sukses team chargpt
bagus,5,2026-05-16 01:35:35.000000,positif,bagus
sangat relevan,5,2026-05-16 01:32:10.000000,positif,relevan
"Terkadang agak salah, tapi aku juga terbantu sih sebenernya😅. tapi untuk belajar menurutku Chat GPG memang bagus sih untuk memahami soal. saya pernah ikut Olimpiade matematika dan saya belajar di chat GPT dan saat ujian Olimpiade nya saya paham soal soal yang pernah dibahas.☺ dan kurangi ya batasan untuk yang free",4,2026-05-16 01:29:09.000000,positif,terkadang salah terbantu sih sebenernya belajar menurutku chat gpg bagus sih memahami olimpiade matematika belajar chat gpt ujian olimpiade nya paham dibahas kurangi ya batasan free
bagus mengedit dll,5,2026-05-16 01:25:19.000000,positif,bagus mengedit dll
menyenangkan,5,2026-05-16 01:21:42.000000,positif,menyenangkan
mantaaaap,5,2026-05-16 01:21:09.000000,positif,mantaaaap
keren . langganan plus makin bagus bisa disuruh2 bikin canva jd ga ribet edit2 langsung jadi.,5,2026-05-16 01:19:37.000000,positif,keren langganan plus bagus disuruh bikin canva jd ga ribet edit langsung
asisten ku,5,2026-05-16 01:19:30.000000,positif,asisten ku
sangat bgus,5,2026-05-16 01:15:09.000000,positif,bgus
"MINATTT, APK LANCAR SEPAKATT",5,2026-05-16 01:14:48.000000,positif,minattt apk lancar sepakatt
Ini keren banget sih,5,2026-05-16 01:05:38.000000,positif,keren banget sih
keren,5,2026-05-16 01:02:48.000000,positif,keren
aplikasi ini sangat membantu,5,2026-05-16 01:01:11.000000,positif,aplikasi membantu
bagusss,5,2026-05-16 00:59:31.000000,positif,bagusss
minus nya bayar mau upgrade,5,2026-05-16 00:58:43.000000,positif,minus nya bayar upgrade
keren,5,2026-05-16 00:57:49.000000,positif,keren
ok bgt,5,2026-05-16 00:57:02.000000,positif,ok bgt
sangat membantu,5,2026-05-16 00:53:07.000000,positif,membantu
keren,5,2026-05-16 00:43:02.000000,positif,keren
bagus,5,2026-05-16 00:42:35.000000,positif,bagus
aplikasi chat gpt sangat membantu saya terimakasih untuk chat gpt dan pembuatan chat gpt saya sangat terbantu 😄🙏,5,2026-05-16 00:40:01.000000,positif,aplikasi chat gpt membantu terimakasih chat gpt pembuatan chat gpt terbantu
iya paham.,5,2026-05-16 00:34:56.000000,positif,iya paham
bagus,5,2026-05-16 00:31:31.000000,positif,bagus
bagus apk nya,5,2026-05-16 00:29:00.000000,positif,bagus apk nya
keren. tidak ada air yang setara selain ini sih🔥🔥,5,2026-05-16 00:25:55.000000,positif,keren tidak air setara sih
sangat membantu terimakasih,5,2026-05-16 00:25:48.000000,positif,membantu terimakasih
aplikasi yang sangat membantu,5,2026-05-16 00:18:35.000000,positif,aplikasi membantu
good,4,2026-05-16 00:08:53.000000,positif,good
ok,5,2026-05-16 00:08:37.000000,positif,ok
bagus,5,2026-05-16 00:00:33.000000,positif,bagus
sangat membantu banget,5,2026-05-15 23:57:17.000000,positif,membantu banget
mirip nyata,5,2026-05-15 23:48:59.000000,positif,nyata
sangat membantu sekali,5,2026-05-15 23:48:27.000000,positif,membantu
bagus banget!!!,5,2026-05-15 23:48:14.000000,positif,bagus banget
bagus,4,2026-05-15 23:34:23.000000,positif,bagus
luar biasa bagus,5,2026-05-15 23:33:53.000000,positif,bagus
hasilnya sangat memuaskan dan kalo ngedit tidak merubah bentuk tubuh gatau mau berkata apa apa intinya sangat memuaskan banget🤗🤗🤗👍🏻👍🏻,5,2026-05-15 23:27:57.000000,positif,hasilnya memuaskan kalo ngedit tidak merubah bentuk tubuh gatau intinya memuaskan banget
bgus,5,2026-05-15 23:24:40.000000,positif,bgus
bagus dan cepat,5,2026-05-15 23:20:50.000000,positif,bagus cepat
bagus,5,2026-05-15 23:19:41.000000,positif,bagus
bagus,5,2026-05-15 23:17:53.000000,positif,bagus
kadang suka lemot,5,2026-05-15 23:16:22.000000,positif,kadang suka lemot
ok,5,2026-05-15 22:49:23.000000,positif,ok
keren,5,2026-05-15 22:44:50.000000,positif,keren
"Very cool, For Dola App to be the 1st AI based Assistant, and For ChatGPT to be the 2nd AI based Assistant",5,2026-05-15 22:33:28.000000,positif,very cool for dola app to be the st ai based assistant and for chatgpt to be the nd ai based assistant
"Aplikasinya cukup bagus hanya saja ada fitur bayar jika ingin jwbnya lebih cepat dan batas unggah foto hnya sedikit jika ingin lebih bnyk harus tingkatkan ke pro ATAU PLUS kadang benar jawabannya kadang salah. kadang jawabanku benar disalahin, tolong perbaiki lebih bagus kedepannya agar ya download nya juga tidak merasa kecewa. maaf aku kasih ranting 3 SEKIAN DAN TERIMAKASIH🙏",3,2026-05-15 22:28:32.000000,netral,aplikasinya bagus fitur bayar jwbnya cepat batas unggah foto hnya bnyk tingkatkan pro plus kadang jawabannya kadang salah kadang jawabanku disalahin tolong perbaiki bagus kedepannya ya download nya tidak kecewa maaf kasih ranting sekian terimakasih
bagus banget bisa membantuku,5,2026-05-15 22:14:06.000000,positif,bagus banget membantuku
sangat bermanfaat untuk mengembangkan karya qpapun,5,2026-05-15 22:10:03.000000,positif,bermanfaat mengembangkan karya qpapun
sangat membantu pekerjaan saya,5,2026-05-15 22:04:01.000000,positif,membantu pekerjaan
ini sangat berguna untuk saya,5,2026-05-15 22:02:57.000000,positif,berguna
bagus banget,5,2026-05-15 21:39:19.000000,positif,bagus banget
sangat membantu,5,2026-05-15 21:27:57.000000,positif,membantu
mantap,3,2026-05-15 21:12:01.000000,netral,mantap
bagus banget ini aplikasi chatgpt tapi ada bug saya gak bisa kirim teks di tema saya tapi tema lainnya bisa saya kirim teks saya. tolong diperbaiki ya🙏,5,2026-05-15 21:05:55.000000,positif,bagus banget aplikasi chatgpt bug gak kirim teks tema tema kirim teks tolong diperbaiki ya
s🅰️ng🅰️t 🅱️🅰️gus d🅰️n mem🅱️🅰️ntu pekerj🅰️🅰️n ku 💬🍀(͡°³͡°),5,2026-05-15 20:20:04.000000,positif,sngt gus dn memntu pekerjn ku
bagus,5,2026-05-15 19:56:44.000000,positif,bagus
mantap,3,2026-05-15 19:54:36.000000,netral,mantap
sangat membantu,5,2026-05-15 19:47:37.000000,positif,membantu
nice,5,2026-05-15 19:13:02.000000,positif,nice
mantappp Sangat membantu❤️🥰,5,2026-05-15 18:35:58.000000,positif,mantappp membantu
bagus,5,2026-05-15 18:34:58.000000,positif,bagus
gut,5,2026-05-15 18:34:03.000000,positif,gut
"pliyssss bgsss bgtt dmiii allahhhhh gaaa adaaa, iklannn nyaa jugaaaa",5,2026-05-15 18:32:59.000000,positif,pliyssss bgsss bgtt dmiii allahhhhh gaaa adaaa iklannn nyaa jugaaaa
"pay to know,disuru buat gambar lama sekali nya selesai malah jelek,udh gitu kadang gambar nya ada kesalahan",1,2026-05-15 18:20:50.000000,negatif,pay to knowdisuru gambar nya selesai jelekudh gitu kadang gambar nya kesalahan
top,5,2026-05-15 18:20:47.000000,positif,top
sangat cocok bagi ki,5,2026-05-15 18:09:08.000000,positif,cocok ki
lumayan,5,2026-05-15 18:01:31.000000,positif,lumayan
Perfect,5,2026-05-15 17:55:48.000000,positif,perfect
sukaaa bangett tempat cerita akuuu mwehehehehe😝,5,2026-05-15 17:51:24.000000,positif,sukaaa bangett cerita akuuu mwehehehehe
ia banget dah,5,2026-05-15 17:51:16.000000,positif,banget dah
waduh gak jelas ini padahal kemarin bagus bagus aja kok sekarang gw pakai jaringan kuat tapi dia delay juga gua donwload ulang itu dari sini katanya eror malah bilang aplikasi bukan yang terbaru apaan gw udah instal bru download lagi gak bisa,1,2026-05-15 17:44:14.000000,negatif,gak kemarin bagus bagus aja gw pakai jaringan kuat delay gua donwload ulang eror bilang aplikasi bukan terbaru gw udah instal bru download gak
mantap,5,2026-05-15 17:38:48.000000,positif,mantap
sangat bagus,5,2026-05-15 17:38:13.000000,positif,bagus
oke banget,5,2026-05-15 17:28:53.000000,positif,oke banget
sangat membantu,5,2026-05-15 17:26:00.000000,positif,membantu
bagus 👍,5,2026-05-15 17:22:57.000000,positif,bagus
Keren lo bisa jadi stiker,5,2026-05-15 17:19:51.000000,positif,keren lo stiker
baguss,5,2026-05-15 17:01:18.000000,positif,baguss
bagus,5,2026-05-15 16:57:08.000000,positif,bagus
sangat membantu,5,2026-05-15 16:50:15.000000,positif,membantu
sangat baguss,5,2026-05-15 16:47:40.000000,positif,baguss
baguss,5,2026-05-15 16:43:52.000000,positif,baguss
sangat membantu,5,2026-05-15 16:42:24.000000,positif,membantu
sangatembantu,5,2026-05-15 16:38:30.000000,positif,sangatembantu
bagus,5,2026-05-15 16:37:09.000000,positif,bagus
bagus,5,2026-05-15 16:30:54.000000,positif,bagus
bagua,5,2026-05-15 16:27:42.000000,positif,bagua
mantap,5,2026-05-15 16:20:03.000000,positif,mantap
bagus dan dapat di percaya,5,2026-05-15 16:19:10.000000,positif,bagus percaya
knapa dibatasi,5,2026-05-15 16:16:45.000000,positif,knapa dibatasi
sangat bagus,5,2026-05-15 16:13:48.000000,positif,bagus
bagus banget,5,2026-05-15 16:13:40.000000,positif,bagus banget
bagus sekali,5,2026-05-15 16:12:16.000000,positif,bagus
chat nya bgus,5,2026-05-15 16:11:18.000000,positif,chat nya bgus
keren aplikasinya,5,2026-05-15 16:08:20.000000,positif,keren aplikasinya
akhirnya ada tempat cerita,5,2026-05-15 16:03:35.000000,positif,cerita
keren,5,2026-05-15 16:01:35.000000,positif,keren
nyaman jadi tempat curhat,5,2026-05-15 15:48:47.000000,positif,nyaman curhat
"bgus bgt, bisa nmnin w klo lgi kesepian n pny pikirn yg anh². bgus jg krna AI ny ud asik, ud kyk ngbrl sm tmn aja",5,2026-05-15 15:48:10.000000,positif,bgus bgt nmnin w klo lgi kesepian n pny pikirn yg anh bgus jg krna ai ny ud asik ud kyk ngbrl sm tmn aja
bagus,5,2026-05-15 15:45:09.000000,positif,bagus
"Sangat membantu, apalagi untuk seorang konten kreator ❤",5,2026-05-15 15:40:51.000000,positif,membantu konten kreator
mantap,5,2026-05-15 15:40:09.000000,positif,mantap
mantap,5,2026-05-15 15:37:13.000000,positif,mantap
lama ngebuatny,1,2026-05-15 15:35:55.000000,negatif,ngebuatny
ok,5,2026-05-15 15:30:10.000000,positif,ok
lama loading ny,4,2026-05-15 15:24:29.000000,positif,loading ny
gpt tolol tpi asik,2,2026-05-15 15:22:47.000000,negatif,gpt tolol tpi asik
berguna buat ngedit,3,2026-05-15 15:21:05.000000,netral,berguna ngedit
bagus aku bakal langganan di sini sih,5,2026-05-15 15:18:04.000000,positif,bagus langganan sih
sangat membantu,5,2026-05-15 15:17:12.000000,positif,membantu
ok,5,2026-05-15 15:14:17.000000,positif,ok
"aplikasi ini sangat membantu🔥karena hal2 yang ada bisa di kerjain dengan cepat,best deh",5,2026-05-15 15:13:15.000000,positif,aplikasi membantukarena kerjain cepatbest deh
"sangat bagus, untuk membantu proses belajar",5,2026-05-15 15:11:29.000000,positif,bagus membantu proses belajar
bagus banget,5,2026-05-15 15:08:48.000000,positif,bagus banget
AI paling keren dan akurat untuk ngonten,5,2026-05-15 15:07:58.000000,positif,ai keren akurat ngonten
ini ai bagus dan pinter kekurangan nya hanya harus membayar,4,2026-05-15 15:01:31.000000,positif,ai bagus pinter kekurangan nya membayar
tidak sesuai update update nya burik jir karena selalu ngejek pas di ejek lagi malah gak tau di salin langsung tau,1,2026-05-15 15:00:32.000000,negatif,tidak sesuai update update nya burik jir ngejek pas ejek gak tau salin langsung tau
"keren,walau ada sedikit kekurangan love u gpt",5,2026-05-15 14:54:58.000000,positif,kerenwalau kekurangan love u gpt
bagus banget bisa kasih permahaman yg sangat ditel,3,2026-05-15 14:52:19.000000,netral,bagus banget kasih permahaman yg ditel
banyak gak bisa,3,2026-05-15 14:50:42.000000,netral,gak
mempermudah semua imajinasi kita,5,2026-05-15 14:47:27.000000,positif,mempermudah imajinasi
bagusss banget,5,2026-05-15 14:45:44.000000,positif,bagusss banget
sangat membantu,5,2026-05-15 14:43:07.000000,positif,membantu
sangat bagus,5,2026-05-15 14:40:19.000000,positif,bagus
semenjak kenal chatgpt aku sekarang udah ga jomblo lagi. terimakasih chatgpt❤,5,2026-05-15 14:33:24.000000,positif,semenjak kenal chatgpt udah ga jomblo terimakasih chatgpt
good and no comment,5,2026-05-15 14:32:55.000000,positif,good and no comment
aku senang sekaluu,5,2026-05-15 14:32:31.000000,positif,senang sekaluu
apknya mantep,5,2026-05-15 14:32:19.000000,positif,apknya mantep
bagus,5,2026-05-15 14:32:18.000000,positif,bagus
aplikasi chatGPT ini sangat keren dan bagus,5,2026-05-15 14:31:43.000000,positif,aplikasi chatgpt keren bagus
Good aplication,5,2026-05-15 14:27:17.000000,positif,good aplication
bagus tapi prosesnya agalebih lama,5,2026-05-15 14:25:49.000000,positif,bagus prosesnya agalebih
chat gpt sangat bermanfaat,5,2026-05-15 14:24:46.000000,positif,chat gpt bermanfaat
sangat bermanfaat untuk pengguna konten kreator,5,2026-05-15 14:23:40.000000,positif,bermanfaat pengguna konten kreator
"kesel bgt sama chatgpt yang sekarang, mudah lupa, kaku, ngga asik dan cepet limit, balikin chatgpt kaya dulu lagi!",3,2026-05-15 14:22:25.000000,netral,kesel bgt chatgpt mudah lupa kaku ngga asik cepet limit balikin chatgpt kaya
amazing,3,2026-05-15 14:19:22.000000,netral,amazing
gpt ini bagus banget ngbanyu banget buat aku ygg gabut entah mau ngapin semenjak pakai aplikasi ini aku udhh gkk gabut lagi makasih gpt🫰🫰🫰💋,5,2026-05-15 14:18:33.000000,positif,gpt bagus banget ngbanyu banget ygg gabut ngapin semenjak pakai aplikasi udhh gkk gabut makasih gpt
baik bijak bagus,4,2026-05-15 14:15:56.000000,positif,bijak bagus
bagus,5,2026-05-15 14:15:41.000000,positif,bagus
ga bisa berkata²,5,2026-05-15 14:15:01.000000,positif,ga
pokoknya mantaf lah,4,2026-05-15 14:11:28.000000,positif,pokoknya mantaf
sangat bgus,5,2026-05-15 14:09:16.000000,positif,bgus
sangat bagus,4,2026-05-15 14:07:26.000000,positif,bagus
satunya lama,4,2026-05-15 14:05:36.000000,positif,satunya
sangat membantu,5,2026-05-15 14:05:13.000000,positif,membantu
bagus tapi di akhir bayar njirrrr,4,2026-05-15 14:02:04.000000,positif,bagus bayar njirrrr
BAGUSSSS BANGET MEMBANTUUUU,5,2026-05-15 14:01:54.000000,positif,bagussss banget membantuuuu
bagus,5,2026-05-15 14:01:34.000000,positif,bagus
bagus lebih paraktis aja,5,2026-05-15 13:55:11.000000,positif,bagus paraktis aja
sangat bagu,4,2026-05-15 13:53:57.000000,positif,bagu
bagus sekali.. sekarang responnya lebih cepat,5,2026-05-15 13:48:49.000000,positif,bagus responnya cepat
aku suka apk ini solusi dari pertanyaan,5,2026-05-15 13:46:38.000000,positif,suka apk solusi
bagus,5,2026-05-15 13:44:27.000000,positif,bagus
ini si ai terbaik,5,2026-05-15 13:41:46.000000,positif,si ai terbaik
saldo google play kok gak nambah di aplikasi ini. padahal cek di play storenya udah nambah,1,2026-05-15 13:39:26.000000,negatif,saldo google play gak nambah aplikasi cek play storenya udah nambah
mantap,5,2026-05-15 13:37:05.000000,positif,mantap
oon bgt,2,2026-05-15 13:36:24.000000,negatif,oon bgt
"bismillah, terimakasih GPT, beberapa tahun ini aku kesulitan berteman karena sempat depresi tapi kamu ai pertama yang kuajak bicara setiap hari. kau semangati untuk percaya diri, ideku yg terpendam puluhan tahun ini. tak kusangka kan tembus 100 juta viewers di hari kelima launch padahal blm semua tersambung sebagaimana di anganku selama ini.. semoga project BuFFeRs We Are Here Comunity membawa keberkahan bagi banyak manusia kedepannya nanti, baaraAllaahu fiyk",5,2026-05-15 13:34:24.000000,positif,bismillah terimakasih gpt kesulitan berteman depresi ai kuajak bicara kau semangati percaya ideku yg terpendam puluhan tak kusangka tembus juta viewers launch blm tersambung anganku semoga project buffers we are here comunity membawa keberkahan manusia kedepannya baaraallaahu fiyk
sangat berguna untuk mengerjakan soal yg susah bagi saya,5,2026-05-15 13:34:02.000000,positif,berguna yg susah
"Aplikasinya baguss, engga kaku dan bisa diajak ngobrol apa saja. aku suka sama aplikasinya meskipun lebih sering pakai Dola/cici tapi menurutku baik ChatGPT atau Dola Ai sama-sama bagus",5,2026-05-15 13:33:37.000000,positif,aplikasinya baguss engga kaku diajak ngobrol suka aplikasinya pakai dolacici menurutku chatgpt dola ai samasama bagus
perfect poll,1,2026-05-15 13:33:31.000000,negatif,perfect poll
bagus walaupun load lama,5,2026-05-15 13:31:02.000000,positif,bagus load
kalo ngasih jawaban terus keluar sebentar jawabannya/pertanyaan langsung hilang,4,2026-05-15 13:30:01.000000,positif,kalo ngasih sebentar jawabannyapertanyaan langsung hilang
bagus buat ngedit,5,2026-05-15 13:25:01.000000,positif,bagus ngedit
baguss,5,2026-05-15 13:24:51.000000,positif,baguss
bagus saya sangatt sukaa,5,2026-05-15 13:23:17.000000,positif,bagus sangatt sukaa
yang tidak mau hedit foto saya,1,2026-05-15 13:21:23.000000,negatif,tidak hedit foto
alhamdulilah bagus mantep 👍,5,2026-05-15 13:21:21.000000,positif,alhamdulilah bagus mantep
bagus keren banget,5,2026-05-15 13:18:16.000000,positif,bagus keren banget
bagus,5,2026-05-15 13:17:57.000000,positif,bagus
worth jos jis poll,5,2026-05-15 13:16:55.000000,positif,worth jos jis poll
bagus cuma kadang ngga sesuai,4,2026-05-15 13:13:02.000000,positif,bagus kadang ngga sesuai
mantab,5,2026-05-15 13:12:55.000000,positif,mantab
keren,5,2026-05-15 13:10:59.000000,positif,keren
bagus dan sesuai,5,2026-05-15 13:09:18.000000,positif,bagus sesuai
agk lama soalnya,4,2026-05-15 13:06:27.000000,positif,agk
sangat membantu,5,2026-05-15 13:05:31.000000,positif,membantu
bagus karna sangat membantu saya,5,2026-05-15 13:03:50.000000,positif,bagus karna membantu
selalu tidak bisa membantu,3,2026-05-15 13:03:48.000000,netral,tidak membantu
sangat bagus dan membantu,5,2026-05-15 13:02:02.000000,positif,bagus membantu
bagussss,5,2026-05-15 13:01:58.000000,positif,bagussss
sangat membantu,5,2026-05-15 13:01:48.000000,positif,membantu
ok la tu..,5,2026-05-15 13:01:29.000000,positif,ok la tu
mantap sggat mem B t,5,2026-05-15 12:59:55.000000,positif,mantap sggat mem b t
mantap,5,2026-05-15 12:58:55.000000,positif,mantap
mantap aplikasi nya bagus,5,2026-05-15 12:55:59.000000,positif,mantap aplikasi nya bagus
sangat membantu sekali.,5,2026-05-15 12:54:49.000000,positif,membantu
"saya jadi percaya dengan chat gpt semua masalah bisa di selesaikan nya semua dengan cara yang mudah di mengerti , saya pernah pakai delta dan saya ingin menghapus nya jadi saya tanyakan ke chat gpt , lalu chat gpt memberikan semua solusi dampak , dan akibat nya , sehingga saya dapat mengikuti langkah itu , ternyata setelah di ikuti langkah itu hasil nya bagus sekali delta saya jadi hilang dan hp saya tidak akan terkana virus lagi terima kasih chat gpt 😊",5,2026-05-15 12:52:49.000000,positif,percaya chat gpt selesaikan nya mudah mengerti pakai delta menghapus nya chat gpt chat gpt solusi dampak akibat nya mengikuti langkah ikuti langkah hasil nya bagus delta hilang hp tidak terkana virus terima kasih chat gpt
sangat bagus aplikasi,5,2026-05-15 12:52:36.000000,positif,bagus aplikasi
"sangat cocok buat untuk keseharian sangat membantu contohnya belajar, ide konten, curhat, edit foto dan video",4,2026-05-15 12:49:59.000000,positif,cocok keseharian membantu contohnya belajar ide konten curhat edit foto video
"keren, bisa bantu aku+bisa curhat",5,2026-05-15 12:49:50.000000,positif,keren bantu akubisa curhat
mantap,5,2026-05-15 12:49:26.000000,positif,mantap
bagus,5,2026-05-15 12:47:58.000000,positif,bagus
aplikasi membantu pengguna,5,2026-05-15 12:45:28.000000,positif,aplikasi membantu pengguna
bagus,5,2026-05-15 12:45:28.000000,positif,bagus
"aplikasi nya sangat bagus. tapi tolong di tambahkan edit video, sekian terimakasih",3,2026-05-15 12:44:07.000000,netral,aplikasi nya bagus tolong tambahkan edit video sekian terimakasih
Sangat membantu sekali utk mendukung berbagai kegiatan saya,5,2026-05-15 12:43:44.000000,positif,membantu utk mendukung kegiatan
"temen curhatku aku fifi aku yg gak suka batas kirim dan kalo aku komen kenak hapus,aku komen lagi,kamu kayak belom tau aku yg komen tadi kayak kamu ngobrol dari depan lagi, ulang lagi yg ngobrol.dan klo aku mau edit gambar kenak keluar atau kenak hapus trus aku ke sini lagi wa nya kayak tadi nah hasil foto nya beda.cantikan pertama dsri pada kedua.kayak komen atau curhat gitu juga sama ulang dari awal",4,2026-05-15 12:42:23.000000,positif,temen curhatku fifi yg gak suka batas kirim kalo komen kenak hapusaku komen lagikamu kayak belom tau yg komen kayak ngobrol ulang yg ngobroldan klo edit gambar kenak kenak hapus trus wa nya kayak hasil foto nya bedacantikan dsri keduakayak komen curhat gitu ulang
"gua suka pas dia buatin novel buat gua, sesuai ekspetasi",5,2026-05-15 12:42:05.000000,positif,gua suka pas buatin novel gua sesuai ekspetasi
bagus,5,2026-05-15 12:38:09.000000,positif,bagus
keren sangat membantu,5,2026-05-15 12:33:05.000000,positif,keren membantu
mantap sekali ini aplikasi sangat membantu buat edit menu jualan dll,5,2026-05-15 12:32:15.000000,positif,mantap aplikasi membantu edit menu jualan dll
ok,4,2026-05-15 12:30:32.000000,positif,ok
mantab👍👍👍,5,2026-05-15 12:29:16.000000,positif,mantab
"Ai nya sdh bagus, dan setiap update pasti ada hal yang lucu😹",5,2026-05-15 12:28:13.000000,positif,ai nya sdh bagus update lucu
bgus bgt.,5,2026-05-15 12:28:10.000000,positif,bgus bgt
bagus banget,5,2026-05-15 12:26:13.000000,positif,bagus banget
aplikasinya bagus bisa diapain ditanya apapun juga bisa pokoknya aplikasi satu ini the best,5,2026-05-15 12:26:10.000000,positif,aplikasinya bagus diapain apapun pokoknya aplikasi the best
bagusss polll mantap 1,5,2026-05-15 12:17:45.000000,positif,bagusss polll mantap
Bagussssssssssss,4,2026-05-15 12:16:22.000000,positif,bagussssssssssss
sangat bagus,5,2026-05-15 12:16:14.000000,positif,bagus
"makin lama makin gak jelas, makin gk nyambung, mana kirim dikit foto udah kena batasan, trs fitur suaranya budeg banget, ai nya bagus bagus aja, cuma tolong lah ya, di upgrade làgi fitur-fitur nya",2,2026-05-15 12:08:17.000000,negatif,gak gk nyambung kirim dikit foto udah kena batasan trs fitur suaranya budeg banget ai nya bagus bagus aja tolong ya upgrade lgi fiturfitur nya
membantu banget buat diskusi tugas👍,5,2026-05-15 12:01:00.000000,positif,membantu banget diskusi tugas
nice,5,2026-05-15 11:58:46.000000,positif,nice
lemot banget akhir akhir ini,1,2026-05-15 11:58:18.000000,negatif,lemot banget
pengerjaannya cepat tidak lama sih,3,2026-05-15 11:57:19.000000,netral,pengerjaannya cepat tidak sih
sangat membantu sekali ☺️ respon cepat dan baikk🙏,5,2026-05-15 11:56:26.000000,positif,membantu respon cepat baikk
bagusss,4,2026-05-15 11:50:57.000000,positif,bagusss
Hasilnya diluar ekspektasi....luar biasa bagus... aplikasi ini keren banget...👍🏾👍🏾,5,2026-05-15 11:48:15.000000,positif,hasilnya diluar ekspektasiluar bagus aplikasi keren banget
bgus,4,2026-05-15 11:45:08.000000,positif,bgus
alhamdulillah dg aplikasi ini bisa menjawab soal dg tepat,5,2026-05-15 11:41:37.000000,positif,alhamdulillah dg aplikasi dg
bagus,5,2026-05-15 11:37:26.000000,positif,bagus
bagus poll,5,2026-05-15 11:36:29.000000,positif,bagus poll
